Pokemon_Name,Pokedex_Number,HP_Base_Stat,Attack_Base_Stat,Defense_Base_Stat,Speed_Base_Stat,Special_Attack_Base_Stat,Special_Defense_Base_Stat,Type1,Type2,Catch_Rate,Base_Exp,4_Percent_Item,1_Percent_Item,Gender_Ratio,Step_Cycles_To_Hatch_Egg,Growth_Rate,Egg_Group1,Egg_Group2,TM_HM_Moves
TOTODILE ,158,50,65,64,43,44,48,WATER, WATER ,45,66,NO_ITEM, NO_ITEM ,GENDER_F12_5 ,20 ,GROWTH_MEDIUM_SLOW,EGG_MONSTER,EGG_MONSTER,"DYNAMICPUNCH, HEADBUTT, CURSE, TOXIC, HIDDEN_POWER, BLIZZARD, ICY_WIND, PROTECT, RAIN_DANCE, IRON_TAIL, RETURN, DIG, MUD_SLAP, ICE_PUNCH, SWAGGER, REST, SLEEP_TALK, ATTRACT, CUT, SURF, WHIRLPOOL, ICE_BEAM"
TYPHLOSION ,157,78,86,78,100,109,85,FIRE, FIRE ,45,209,NO_ITEM, NO_ITEM ,GENDER_F12_5 ,20 ,GROWTH_MEDIUM_SLOW,EGG_GROUND,EGG_GROUND,"DYNAMICPUNCH, ROCK_SLIDE, SUBMISSION, DOUBLE_EDGE, BODY_SLAM, HEADBUTT, CURSE, ROAR, TOXIC, ROCK_SMASH, HIDDEN_POWER, SUNNY_DAY, HYPER_BEAM, PROTECT, IRON_TAIL, EARTHQUAKE, RETURN, DIG, MUD_SLAP, SWAGGER, FIRE_BLAST, THUNDERPUNCH, REST, SLEEP_TALK, ATTRACT, FIRE_PUNCH, FURY_CUTTER, CUT, STRENGTH, FLAMETHROWER, FOCUS_BLAST, BRICK_BREAK"
TYRANITAR ,248,100,134,110,61,95,100,ROCK, DARK ,45,218,NO_ITEM, NO_ITEM ,GENDER_F50 ,40 ,GROWTH_SLOW,EGG_MONSTER,EGG_MONSTER,"DYNAMICPUNCH, SANDSTORM, ROCK_SLIDE, SUBMISSION, BODY_SLAM, DRAGON_RAGE, HEADBUTT, CURSE, ROAR, TOXIC, ROCK_SMASH, HIDDEN_POWER, SUNNY_DAY, HYPER_BEAM, PROTECT, RAIN_DANCE, IRON_TAIL, DRAGONBREATH, EARTHQUAKE, RETURN, DIG, MUD_SLAP, SWAGGER, FIRE_BLAST, REST, SLEEP_TALK, ATTRACT, FIRE_PUNCH, FURY_CUTTER, NIGHTMARE, CUT, SURF, STRENGTH, FLAMETHROWER, THUNDERBOLT, ICE_BEAM, FOCUS_BLAST, POWER_GEM, EARTH_POWER, BRICK_BREAK"
TYROGUE ,236,35,35,35,35,35,35,FIGHTING, FIGHTING ,75,91,NO_ITEM, NO_ITEM ,GENDER_F0 ,25 ,GROWTH_MEDIUM_FAST,EGG_NONE,EGG_NONE,"HEADBUTT, CURSE, TOXIC, ROCK_SMASH, HIDDEN_POWER, SUNNY_DAY, PROTECT, RETURN, MUD_SLAP, SWAGGER, REST, SLEEP_TALK, ATTRACT, THIEF, STRENGTH, BRICK_BREAK"
UMBREON ,197,95,65,110,65,70,130,DARK, DARK ,45,197,NO_ITEM, NO_ITEM ,GENDER_F12_5 ,35 ,GROWTH_MEDIUM_FAST,EGG_GROUND,EGG_GROUND,"HEADBUTT, BODY_SLAM, DOUBLE_EDGE, SUBSTITUTE, CURSE, TOXIC, ZAP_CANNON, PSYCH_UP, HIDDEN_POWER, SUNNY_DAY, HYPER_BEAM, PROTECT, RAIN_DANCE, IRON_TAIL, RETURN, PSYCHIC_M, SHADOW_BALL, MUD_SLAP, SWAGGER, DREAM_EATER, REST, SLEEP_TALK, ATTRACT, NIGHTMARE, CUT, FLASH"
UNOWN ,201,48,72,48,48,72,48,PSYCHIC, PSYCHIC ,225,61,NO_ITEM, NO_ITEM ,GENDER_UNKNOWN ,40 ,GROWTH_MEDIUM_FAST,EGG_NONE,EGG_NONE,tmhm
URSARING ,217,90,130,75,55,80,75,NORMAL, NORMAL ,60,189,NO_ITEM, NO_ITEM ,GENDER_F50 ,20 ,GROWTH_MEDIUM_FAST,EGG_GROUND,EGG_GROUND,"DYNAMICPUNCH, ROCK_SLIDE, SUBMISSION, DOUBLE_EDGE, BODY_SLAM, SUBSTITUTE, HEADBUTT, CURSE, ROAR, TOXIC, ZAP_CANNON, ROCK_SMASH, HIDDEN_POWER, SUNNY_DAY, HYPER_BEAM, PROTECT, EARTHQUAKE, RETURN, DIG, MUD_SLAP, ICE_PUNCH, SWAGGER, THUNDERPUNCH, REST, SLEEP_TALK, ATTRACT, THIEF, FIRE_PUNCH, CUT, STRENGTH, FOCUS_BLAST, BRICK_BREAK"
VAPOREON ,134,130,65,65,65,110,95,WATER, WATER ,45,196,NO_ITEM, NO_ITEM ,GENDER_F12_5 ,35 ,GROWTH_MEDIUM_FAST,EGG_GROUND,EGG_GROUND,"HEADBUTT, BUBBLEBEAM, DOUBLE_EDGE, BODY_SLAM, SUBSTITUTE, CURSE, ROAR, TOXIC, HIDDEN_POWER, SUNNY_DAY, BLIZZARD, HYPER_BEAM, ICY_WIND, PROTECT, RAIN_DANCE, IRON_TAIL, RETURN, SHADOW_BALL, MUD_SLAP, SWAGGER, REST, SLEEP_TALK, ATTRACT, SURF, WHIRLPOOL, WATERFALL, ICE_BEAM"
VENOMOTH ,049,72,72,65,90,90,75,BUG, PSYCHIC ,75,138,NO_ITEM, NO_ITEM ,GENDER_F50 ,20 ,GROWTH_MEDIUM_FAST,EGG_BUG,EGG_BUG,"CURSE, DOUBLE_EDGE, SUBSTITUTE, TOXIC, HIDDEN_POWER, SUNNY_DAY, HYPER_BEAM, PROTECT, GIGA_DRAIN, SOLARBEAM, RETURN, PSYCHIC_M, SWAGGER, SLUDGE_BOMB, REST, SLEEP_TALK, ATTRACT, THIEF, FLASH"
VENONAT ,048,60,55,50,45,40,55,BUG, PSYCHIC ,190,75,NO_ITEM, NO_ITEM ,GENDER_F50 ,20 ,GROWTH_MEDIUM_FAST,EGG_BUG,EGG_BUG,"CURSE, TOXIC, HIDDEN_POWER, SUNNY_DAY, PROTECT, GIGA_DRAIN, SOLARBEAM, RETURN, PSYCHIC_M, SWAGGER, SLUDGE_BOMB, REST, SLEEP_TALK, ATTRACT, THIEF"
VENUSAUR ,003,80,82,83,80,100,100,GRASS, POISON ,45,208,NO_ITEM, NO_ITEM ,GENDER_F12_5 ,20 ,GROWTH_MEDIUM_SLOW,EGG_MONSTER,EGG_MONSTER,"HEADBUTT, SWORDS_DANCE, DOUBLE_EDGE, BODY_SLAM, EARTHQUAKE, SLUDGE_BOMB, SUBSTITUTE, CURSE, ROAR, TOXIC, HIDDEN_POWER, SUNNY_DAY, HYPER_BEAM, PROTECT, GIGA_DRAIN, SOLARBEAM, RETURN, MUD_SLAP, SWAGGER, REST, SLEEP_TALK, ATTRACT, FURY_CUTTER, CUT, FLASH, EARTH_POWER"
VICTREEBEL ,071,82,105,65,70,100,65,GRASS, POISON ,45,191,NO_ITEM, NO_ITEM ,GENDER_F50 ,20 ,GROWTH_MEDIUM_SLOW,EGG_PLANT,EGG_PLANT,"CURSE, SWORDS_DANCE, DOUBLE_EDGE, BODY_SLAM, SUBSTITUTE, TOXIC, HIDDEN_POWER, SUNNY_DAY, HYPER_BEAM, PROTECT, GIGA_DRAIN, SOLARBEAM, RETURN, SWAGGER, SLUDGE_BOMB, REST, SLEEP_TALK, ATTRACT, CUT, FLASH"
VILEPLUME ,045,78,80,85,50,105,90,GRASS, POISON ,45,184,NO_ITEM, NO_ITEM ,GENDER_F50 ,20 ,GROWTH_MEDIUM_SLOW,EGG_PLANT,EGG_PLANT,"CURSE, SWORDS_DANCE, DOUBLE_EDGE, SUBSTITUTE, TOXIC, HIDDEN_POWER, SUNNY_DAY, HYPER_BEAM, PROTECT, GIGA_DRAIN, SOLARBEAM, RETURN, SWAGGER, SLUDGE_BOMB, REST, SLEEP_TALK, ATTRACT, CUT, FLASH"
VOLTORB ,100,40,30,50,100,55,55,ELECTRIC, ELECTRIC ,190,103,NO_ITEM, NO_ITEM ,GENDER_UNKNOWN ,20 ,GROWTH_MEDIUM_FAST,EGG_MINERAL,EGG_MINERAL,"HEADBUTT, CURSE, TOXIC, ZAP_CANNON, HIDDEN_POWER, PROTECT, RAIN_DANCE, THUNDER, RETURN, SWAGGER, REST, SLEEP_TALK, FLASH, THUNDERBOLT"
VULPIX ,037,38,41,40,65,50,65,FIRE, FIRE ,190,63,BURNT_BERRY, BURNT_BERRY ,GENDER_F75 ,20 ,GROWTH_MEDIUM_FAST,EGG_GROUND,EGG_GROUND,"HEADBUTT, CURSE, TOXIC, HIDDEN_POWER, SUNNY_DAY, PROTECT, IRON_TAIL, RETURN, DIG, SWAGGER, FIRE_BLAST, REST, SLEEP_TALK, ATTRACT, FLAMETHROWER"
WARTORTLE ,008,59,63,80,58,65,80,WATER, WATER ,45,143,NO_ITEM, NO_ITEM ,GENDER_F12_5 ,20 ,GROWTH_MEDIUM_SLOW,EGG_MONSTER,EGG_MONSTER,"DYNAMICPUNCH, SUBMISSION, BUBBLEBEAM, DOUBLE_EDGE, BODY_SLAM, SUBSTITUTE,  HEADBUTT, CURSE, TOXIC, ROCK_SMASH, HIDDEN_POWER, BLIZZARD, ICY_WIND, PROTECT, RAIN_DANCE, IRON_TAIL, RETURN, DIG, MUD_SLAP, ICE_PUNCH, SWAGGER, REST, SLEEP_TALK, ATTRACT, SURF, STRENGTH, WHIRLPOOL, WATERFALL, ICE_BEAM, BRICK_BREAK"
WEEDLE ,013,40,35,30,50,20,20,BUG, POISON ,255,52,NO_ITEM, NO_ITEM ,GENDER_F50 ,15 ,GROWTH_MEDIUM_FAST,EGG_BUG,EGG_BUG,tmhm
WEEPINBELL ,070,65,90,50,55,85,45,GRASS, POISON ,120,151,NO_ITEM, NO_ITEM ,GENDER_F50 ,20 ,GROWTH_MEDIUM_SLOW,EGG_PLANT,EGG_PLANT,"CURSE, DOUBLE_EDGE, BODY_SLAM, SUBSTITUTE, TOXIC, HIDDEN_POWER, SUNNY_DAY, PROTECT, GIGA_DRAIN, SOLARBEAM, RETURN, SWAGGER, SLUDGE_BOMB, REST, SLEEP_TALK, ATTRACT, CUT, FLASH"
WEEZING ,110,70,92,120,60,95,70,POISON, POISON ,60,173,NO_ITEM, NO_ITEM ,GENDER_F50 ,20 ,GROWTH_MEDIUM_FAST,EGG_INDETERMINATE,EGG_INDETERMINATE,"CURSE, SUBSTITUTE, EXPLOSION, TOXIC, ZAP_CANNON, HIDDEN_POWER, SUNNY_DAY, HYPER_BEAM, PROTECT, THUNDER, RETURN, SWAGGER, SLUDGE_BOMB, FIRE_BLAST, REST, SLEEP_TALK, ATTRACT, THIEF, FLAMETHROWER, THUNDERBOLT"
WIGGLYTUFF ,040,140,70,57,45,75,75,NORMAL, NORMAL ,50,109,NO_ITEM, NO_ITEM ,GENDER_F75 ,10 ,GROWTH_FAST,EGG_FAIRY,EGG_FAIRY,"DYNAMICPUNCH, TRI_ATTACK, SUBMISSION, BUBBLEBEAM, DOUBLE_EDGE, BODY_SLAM, THUNDER_WAVE, SUBSTITUTE, HEADBUTT, CURSE, TOXIC, ZAP_CANNON, PSYCH_UP, HIDDEN_POWER, SUNNY_DAY, BLIZZARD, HYPER_BEAM, PROTECT, RAIN_DANCE, SOLARBEAM, THUNDER, RETURN, PSYCHIC_M, SHADOW_BALL, MUD_SLAP, ICE_PUNCH, SWAGGER, FIRE_BLAST, THUNDERPUNCH, DREAM_EATER, REST, SLEEP_TALK, ATTRACT, FIRE_PUNCH, NIGHTMARE, STRENGTH, FLASH, FLAMETHROWER, THUNDERBOLT, ICE_BEAM"
WOBBUFFET ,202,190,33,58,33,83,58,PSYCHIC, PSYCHIC ,45,177,NO_ITEM, NO_ITEM ,GENDER_F50 ,20 ,GROWTH_MEDIUM_FAST,EGG_INDETERMINATE,EGG_INDETERMINATE,tmhm
WOOPER ,194,55,45,45,15,25,25,WATER, GROUND ,255,52,NO_ITEM, NO_ITEM ,GENDER_F50 ,20 ,GROWTH_MEDIUM_FAST,EGG_WATER_1,EGG_WATER_1,"DYNAMICPUNCH, SANDSTORM, HEADBUTT, CURSE, TOXIC, ROCK_SMASH, HIDDEN_POWER, PROTECT, RAIN_DANCE, IRON_TAIL, EARTHQUAKE, RETURN, DIG, MUD_SLAP, ICE_PUNCH, SWAGGER, SLUDGE_BOMB, REST, SLEEP_TALK, ATTRACT, SURF, FLASH, WHIRLPOOL, ICE_BEAM, EARTH_POWER"
XATU ,178,70,78,70,95,95,70,PSYCHIC, FLYING ,75,171,NO_ITEM, NO_ITEM ,GENDER_F50 ,20 ,GROWTH_MEDIUM_FAST,EGG_FLYING,EGG_FLYING,"CURSE, TRI_ATTACK, DOUBLE_EDGE, SUBSTITUTE, TOXIC, PSYCH_UP, HIDDEN_POWER, SUNNY_DAY, HYPER_BEAM, PROTECT, GIGA_DRAIN, SOLARBEAM, RETURN, PSYCHIC_M, SWAGGER, DREAM_EATER, REST, SLEEP_TALK, ATTRACT, THIEF, NIGHTMARE, FLY, FLASH"
YANMA ,193,70,70,55,95,80,65,BUG, DRAGON ,75,147,NO_ITEM, NO_ITEM ,GENDER_F50 ,20 ,GROWTH_MEDIUM_FAST,EGG_BUG,EGG_BUG,"HEADBUTT, DOUBLE_EDGE, SUBSTITUTE, DRAGONBREATH, CURSE, TOXIC, HIDDEN_POWER, SUNNY_DAY, PROTECT, GIGA_DRAIN, SOLARBEAM, RETURN, SWAGGER, REST, SLEEP_TALK, ATTRACT, THIEF, FLASH, FLAMETHROWER"
ZAPDOS ,145,90,90,85,100,125,90,ELECTRIC, FLYING ,3,216,NO_ITEM, NO_ITEM ,GENDER_UNKNOWN ,80 ,GROWTH_SLOW,EGG_NONE,EGG_NONE,"CURSE, DOUBLE_EDGE, ICY_WIND, THUNDER_WAVE, SUBSTITUTE, ROAR, TOXIC, ZAP_CANNON, ROCK_SMASH, HIDDEN_POWER, SUNNY_DAY, HYPER_BEAM, PROTECT, RAIN_DANCE, THUNDER, RETURN, MUD_SLAP, SWAGGER, REST, SLEEP_TALK, STEEL_WING, FLY, FLASH, THUNDERBOLT"
ZUBAT ,041,40,45,35,55,30,40,POISON, FLYING ,255,54,NO_ITEM, NO_ITEM ,GENDER_F50 ,15 ,GROWTH_MEDIUM_FAST,EGG_FLYING,EGG_FLYING,"CURSE, TOXIC, HIDDEN_POWER, SUNNY_DAY, PROTECT, GIGA_DRAIN, RETURN, SWAGGER, REST, SLEEP_TALK, ATTRACT, THIEF, STEEL_WING"
